exec_time,script,slurm_partition,scheme,layout,victim_selection,do_log,matrix_name
30.5117,pagerank,xeon,MSTATIC,PERCPU,SEQ,1,wikipedia-20051105
30.3695,pagerank,xeon,MSTATIC,PERCPU,SEQ,1,wikipedia-20051105
30.2918,pagerank,xeon,MSTATIC,PERCPU,SEQ,1,wikipedia-20051105
30.3433,pagerank,xeon,MSTATIC,PERCPU,SEQ,1,wikipedia-20051105
30.5066,pagerank,xeon,MSTATIC,PERCPU,SEQ,1,wikipedia-20051105
30.3465,pagerank,xeon,MSTATIC,PERCPU,RANDOM,1,wikipedia-20051105
30.7,pagerank,xeon,MSTATIC,PERCPU,RANDOM,1,wikipedia-20051105
30.4376,pagerank,xeon,MSTATIC,PERCPU,RANDOM,1,wikipedia-20051105
30.5613,pagerank,xeon,MSTATIC,PERCPU,RANDOM,1,wikipedia-20051105
30.4505,pagerank,xeon,MSTATIC,PERCPU,RANDOM,1,wikipedia-20051105
30.3792,pagerank,xeon,MSTATIC,PERCPU,SEQPRI,1,wikipedia-20051105
30.1199,pagerank,xeon,MSTATIC,PERCPU,SEQPRI,1,wikipedia-20051105
30.3409,pagerank,xeon,MSTATIC,PERCPU,SEQPRI,1,wikipedia-20051105
30.5158,pagerank,xeon,MSTATIC,PERCPU,SEQPRI,1,wikipedia-20051105
30.3247,pagerank,xeon,MSTATIC,PERCPU,SEQPRI,1,wikipedia-20051105
65.2664,pagerank,xeon,MSTATIC,PERGROUP,SEQ,1,wikipedia-20051105
62.493,pagerank,xeon,MSTATIC,PERGROUP,SEQ,1,wikipedia-20051105
62.9527,pagerank,xeon,MSTATIC,PERGROUP,SEQ,1,wikipedia-20051105
62.3998,pagerank,xeon,MSTATIC,PERGROUP,SEQ,1,wikipedia-20051105
62.6252,pagerank,xeon,MSTATIC,PERGROUP,SEQ,1,wikipedia-20051105
65.5261,pagerank,xeon,MSTATIC,PERGROUP,RANDOM,1,wikipedia-20051105
66.0157,pagerank,xeon,MSTATIC,PERGROUP,RANDOM,1,wikipedia-20051105
64.023,pagerank,xeon,MSTATIC,PERGROUP,RANDOM,1,wikipedia-20051105
64.2365,pagerank,xeon,MSTATIC,PERGROUP,RANDOM,1,wikipedia-20051105
64.2076,pagerank,xeon,MSTATIC,PERGROUP,RANDOM,1,wikipedia-20051105
64.5245,pagerank,xeon,MSTATIC,PERGROUP,SEQPRI,1,wikipedia-20051105
62.5402,pagerank,xeon,MSTATIC,PERGROUP,SEQPRI,1,wikipedia-20051105
61.7928,pagerank,xeon,MSTATIC,PERGROUP,SEQPRI,1,wikipedia-20051105
64.6723,pagerank,xeon,MSTATIC,PERGROUP,SEQPRI,1,wikipedia-20051105
63.9066,pagerank,xeon,MSTATIC,PERGROUP,SEQPRI,1,wikipedia-20051105
29.1988,pagerank,xeon,MFSC,PERCPU,SEQ,1,wikipedia-20051105
29.1795,pagerank,xeon,MFSC,PERCPU,SEQ,1,wikipedia-20051105
29.1323,pagerank,xeon,MFSC,PERCPU,SEQ,1,wikipedia-20051105
29.1463,pagerank,xeon,MFSC,PERCPU,SEQ,1,wikipedia-20051105
29.5286,pagerank,xeon,MFSC,PERCPU,SEQ,1,wikipedia-20051105
29.2781,pagerank,xeon,MFSC,PERCPU,RANDOM,1,wikipedia-20051105
29.4587,pagerank,xeon,MFSC,PERCPU,RANDOM,1,wikipedia-20051105
29.2669,pagerank,xeon,MFSC,PERCPU,RANDOM,1,wikipedia-20051105
29.2382,pagerank,xeon,MFSC,PERCPU,RANDOM,1,wikipedia-20051105
29.3095,pagerank,xeon,MFSC,PERCPU,RANDOM,1,wikipedia-20051105
29.2301,pagerank,xeon,MFSC,PERCPU,SEQPRI,1,wikipedia-20051105
29.0563,pagerank,xeon,MFSC,PERCPU,SEQPRI,1,wikipedia-20051105
29.1269,pagerank,xeon,MFSC,PERCPU,SEQPRI,1,wikipedia-20051105
29.1233,pagerank,xeon,MFSC,PERCPU,SEQPRI,1,wikipedia-20051105
29.1339,pagerank,xeon,MFSC,PERCPU,SEQPRI,1,wikipedia-20051105
72.112,pagerank,xeon,MFSC,PERGROUP,SEQ,1,wikipedia-20051105
69.835,pagerank,xeon,MFSC,PERGROUP,SEQ,1,wikipedia-20051105
71.9958,pagerank,xeon,MFSC,PERGROUP,SEQ,1,wikipedia-20051105
72.0746,pagerank,xeon,MFSC,PERGROUP,SEQ,1,wikipedia-20051105
71.8573,pagerank,xeon,MFSC,PERGROUP,SEQ,1,wikipedia-20051105
72.2299,pagerank,xeon,MFSC,PERGROUP,RANDOM,1,wikipedia-20051105
72.5927,pagerank,xeon,MFSC,PERGROUP,RANDOM,1,wikipedia-20051105
71.6075,pagerank,xeon,MFSC,PERGROUP,RANDOM,1,wikipedia-20051105
71.8549,pagerank,xeon,MFSC,PERGROUP,RANDOM,1,wikipedia-20051105
72.1648,pagerank,xeon,MFSC,PERGROUP,RANDOM,1,wikipedia-20051105
71.7633,pagerank,xeon,MFSC,PERGROUP,SEQPRI,1,wikipedia-20051105
71.4203,pagerank,xeon,MFSC,PERGROUP,SEQPRI,1,wikipedia-20051105
70.6855,pagerank,xeon,MFSC,PERGROUP,SEQPRI,1,wikipedia-20051105
70.1829,pagerank,xeon,MFSC,PERGROUP,SEQPRI,1,wikipedia-20051105
72.6316,pagerank,xeon,MFSC,PERGROUP,SEQPRI,1,wikipedia-20051105
33.6491,pagerank,xeon,PSS,PERCPU,SEQ,1,wikipedia-20051105
33.5391,pagerank,xeon,PSS,PERCPU,SEQ,1,wikipedia-20051105
33.49,pagerank,xeon,PSS,PERCPU,SEQ,1,wikipedia-20051105
33.4402,pagerank,xeon,PSS,PERCPU,SEQ,1,wikipedia-20051105
33.734,pagerank,xeon,PSS,PERCPU,SEQ,1,wikipedia-20051105
31.3751,pagerank,xeon,PSS,PERCPU,RANDOM,1,wikipedia-20051105
31.4426,pagerank,xeon,PSS,PERCPU,RANDOM,1,wikipedia-20051105
31.1952,pagerank,xeon,PSS,PERCPU,RANDOM,1,wikipedia-20051105
31.1824,pagerank,xeon,PSS,PERCPU,RANDOM,1,wikipedia-20051105
31.2642,pagerank,xeon,PSS,PERCPU,RANDOM,1,wikipedia-20051105
33.4787,pagerank,xeon,PSS,PERCPU,SEQPRI,1,wikipedia-20051105
33.5837,pagerank,xeon,PSS,PERCPU,SEQPRI,1,wikipedia-20051105
33.689,pagerank,xeon,PSS,PERCPU,SEQPRI,1,wikipedia-20051105
33.5979,pagerank,xeon,PSS,PERCPU,SEQPRI,1,wikipedia-20051105
33.3726,pagerank,xeon,PSS,PERCPU,SEQPRI,1,wikipedia-20051105
61.8219,pagerank,xeon,PSS,PERGROUP,SEQ,1,wikipedia-20051105
61.3193,pagerank,xeon,PSS,PERGROUP,SEQ,1,wikipedia-20051105
61.6699,pagerank,xeon,PSS,PERGROUP,SEQ,1,wikipedia-20051105
62.0116,pagerank,xeon,PSS,PERGROUP,SEQ,1,wikipedia-20051105
61.4053,pagerank,xeon,PSS,PERGROUP,SEQ,1,wikipedia-20051105
61.4686,pagerank,xeon,PSS,PERGROUP,RANDOM,1,wikipedia-20051105
61.6044,pagerank,xeon,PSS,PERGROUP,RANDOM,1,wikipedia-20051105
61.5012,pagerank,xeon,PSS,PERGROUP,RANDOM,1,wikipedia-20051105
61.5205,pagerank,xeon,PSS,PERGROUP,RANDOM,1,wikipedia-20051105
61.9191,pagerank,xeon,PSS,PERGROUP,RANDOM,1,wikipedia-20051105
61.6362,pagerank,xeon,PSS,PERGROUP,SEQPRI,1,wikipedia-20051105
61.7011,pagerank,xeon,PSS,PERGROUP,SEQPRI,1,wikipedia-20051105
62.2264,pagerank,xeon,PSS,PERGROUP,SEQPRI,1,wikipedia-20051105
61.4649,pagerank,xeon,PSS,PERGROUP,SEQPRI,1,wikipedia-20051105
61.1,pagerank,xeon,PSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.9249,cc,gpu56,STATIC,PERCPU,SEQ,1,wikipedia-20051105
14.8297,cc,gpu56,STATIC,PERCPU,SEQ,1,wikipedia-20051105
14.8715,cc,gpu56,STATIC,PERCPU,SEQ,1,wikipedia-20051105
14.9492,cc,gpu56,STATIC,PERCPU,SEQ,1,wikipedia-20051105
14.8056,cc,gpu56,STATIC,PERCPU,SEQ,1,wikipedia-20051105
14.9397,cc,gpu56,STATIC,PERCPU,RANDOM,1,wikipedia-20051105
15.0011,cc,gpu56,STATIC,PERCPU,RANDOM,1,wikipedia-20051105
14.9395,cc,gpu56,STATIC,PERCPU,RANDOM,1,wikipedia-20051105
14.8809,cc,gpu56,STATIC,PERCPU,RANDOM,1,wikipedia-20051105
14.9128,cc,gpu56,STATIC,PERCPU,RANDOM,1,wikipedia-20051105
14.8504,cc,gpu56,STATIC,PERCPU,SEQPRI,1,wikipedia-20051105
14.8686,cc,gpu56,STATIC,PERCPU,SEQPRI,1,wikipedia-20051105
14.9061,cc,gpu56,STATIC,PERCPU,SEQPRI,1,wikipedia-20051105
14.828,cc,gpu56,STATIC,PERCPU,SEQPRI,1,wikipedia-20051105
14.9971,cc,gpu56,STATIC,PERCPU,SEQPRI,1,wikipedia-20051105
14.7264,cc,gpu56,STATIC,PERGROUP,SEQ,1,wikipedia-20051105
14.9486,cc,gpu56,STATIC,PERGROUP,SEQ,1,wikipedia-20051105
14.8991,cc,gpu56,STATIC,PERGROUP,SEQ,1,wikipedia-20051105
14.8291,cc,gpu56,STATIC,PERGROUP,SEQ,1,wikipedia-20051105
14.8141,cc,gpu56,STATIC,PERGROUP,SEQ,1,wikipedia-20051105
14.6924,cc,gpu56,STATIC,PERGROUP,RANDOM,1,wikipedia-20051105
14.6342,cc,gpu56,STATIC,PERGROUP,RANDOM,1,wikipedia-20051105
14.7794,cc,gpu56,STATIC,PERGROUP,RANDOM,1,wikipedia-20051105
14.8428,cc,gpu56,STATIC,PERGROUP,RANDOM,1,wikipedia-20051105
14.7285,cc,gpu56,STATIC,PERGROUP,RANDOM,1,wikipedia-20051105
14.7693,cc,gpu56,STATIC,PERGROUP,SEQPRI,1,wikipedia-20051105
14.7218,cc,gpu56,STATIC,PERGROUP,SEQPRI,1,wikipedia-20051105
14.6089,cc,gpu56,STATIC,PERGROUP,SEQPRI,1,wikipedia-20051105
14.6872,cc,gpu56,STATIC,PERGROUP,SEQPRI,1,wikipedia-20051105
14.7653,cc,gpu56,STATIC,PERGROUP,SEQPRI,1,wikipedia-20051105
14.9237,cc,gpu56,GSS,PERCPU,SEQ,1,wikipedia-20051105
15.018,cc,gpu56,GSS,PERCPU,SEQ,1,wikipedia-20051105
14.9808,cc,gpu56,GSS,PERCPU,SEQ,1,wikipedia-20051105
14.8845,cc,gpu56,GSS,PERCPU,SEQ,1,wikipedia-20051105
14.9141,cc,gpu56,GSS,PERCPU,SEQ,1,wikipedia-20051105
15.1444,cc,gpu56,GSS,PERCPU,RANDOM,1,wikipedia-20051105
15.1086,cc,gpu56,GSS,PERCPU,RANDOM,1,wikipedia-20051105
15.0743,cc,gpu56,GSS,PERCPU,RANDOM,1,wikipedia-20051105
14.949,cc,gpu56,GSS,PERCPU,RANDOM,1,wikipedia-20051105
14.9848,cc,gpu56,GSS,PERCPU,RANDOM,1,wikipedia-20051105
14.9409,cc,gpu56,GSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.8889,cc,gpu56,GSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.7851,cc,gpu56,GSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.8954,cc,gpu56,GSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.8574,cc,gpu56,GSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.8045,cc,gpu56,GSS,PERGROUP,SEQ,1,wikipedia-20051105
14.846,cc,gpu56,GSS,PERGROUP,SEQ,1,wikipedia-20051105
14.8936,cc,gpu56,GSS,PERGROUP,SEQ,1,wikipedia-20051105
14.7675,cc,gpu56,GSS,PERGROUP,SEQ,1,wikipedia-20051105
14.9491,cc,gpu56,GSS,PERGROUP,SEQ,1,wikipedia-20051105
14.9714,cc,gpu56,GSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.8536,cc,gpu56,GSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.8501,cc,gpu56,GSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.852,cc,gpu56,GSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.9177,cc,gpu56,GSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.7516,cc,gpu56,GSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.8386,cc,gpu56,GSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.8732,cc,gpu56,GSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.7455,cc,gpu56,GSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.8371,cc,gpu56,GSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.0791,cc,gpu56,AUTO,PERCPU,SEQ,1,wikipedia-20051105
14.0266,cc,gpu56,AUTO,PERCPU,SEQ,1,wikipedia-20051105
13.9457,cc,gpu56,AUTO,PERCPU,SEQ,1,wikipedia-20051105
13.8903,cc,gpu56,AUTO,PERCPU,SEQ,1,wikipedia-20051105
13.8631,cc,gpu56,AUTO,PERCPU,SEQ,1,wikipedia-20051105
14.2754,cc,gpu56,AUTO,PERCPU,RANDOM,1,wikipedia-20051105
14.1354,cc,gpu56,AUTO,PERCPU,RANDOM,1,wikipedia-20051105
14.2007,cc,gpu56,AUTO,PERCPU,RANDOM,1,wikipedia-20051105
13.9902,cc,gpu56,AUTO,PERCPU,RANDOM,1,wikipedia-20051105
14.0799,cc,gpu56,AUTO,PERCPU,RANDOM,1,wikipedia-20051105
13.8887,cc,gpu56,AUTO,PERCPU,SEQPRI,1,wikipedia-20051105
13.8833,cc,gpu56,AUTO,PERCPU,SEQPRI,1,wikipedia-20051105
13.9302,cc,gpu56,AUTO,PERCPU,SEQPRI,1,wikipedia-20051105
13.8641,cc,gpu56,AUTO,PERCPU,SEQPRI,1,wikipedia-20051105
13.938,cc,gpu56,AUTO,PERCPU,SEQPRI,1,wikipedia-20051105
14.0028,cc,gpu56,AUTO,PERGROUP,SEQ,1,wikipedia-20051105
13.8212,cc,gpu56,AUTO,PERGROUP,SEQ,1,wikipedia-20051105
13.809,cc,gpu56,AUTO,PERGROUP,SEQ,1,wikipedia-20051105
13.8876,cc,gpu56,AUTO,PERGROUP,SEQ,1,wikipedia-20051105
13.926,cc,gpu56,AUTO,PERGROUP,SEQ,1,wikipedia-20051105
14.3495,cc,gpu56,AUTO,PERGROUP,RANDOM,1,wikipedia-20051105
14.0525,cc,gpu56,AUTO,PERGROUP,RANDOM,1,wikipedia-20051105
13.8954,cc,gpu56,AUTO,PERGROUP,RANDOM,1,wikipedia-20051105
13.8249,cc,gpu56,AUTO,PERGROUP,RANDOM,1,wikipedia-20051105
13.9258,cc,gpu56,AUTO,PERGROUP,RANDOM,1,wikipedia-20051105
13.8575,cc,gpu56,AUTO,PERGROUP,SEQPRI,1,wikipedia-20051105
13.8279,cc,gpu56,AUTO,PERGROUP,SEQPRI,1,wikipedia-20051105
13.8374,cc,gpu56,AUTO,PERGROUP,SEQPRI,1,wikipedia-20051105
13.9705,cc,gpu56,AUTO,PERGROUP,SEQPRI,1,wikipedia-20051105
13.9642,cc,gpu56,AUTO,PERGROUP,SEQPRI,1,wikipedia-20051105
13.984,cc,gpu56,VISS,PERCPU,SEQ,1,wikipedia-20051105
13.9125,cc,gpu56,VISS,PERCPU,SEQ,1,wikipedia-20051105
13.7259,cc,gpu56,VISS,PERCPU,SEQ,1,wikipedia-20051105
13.9276,cc,gpu56,VISS,PERCPU,SEQ,1,wikipedia-20051105
13.8964,cc,gpu56,VISS,PERCPU,SEQ,1,wikipedia-20051105
14.1813,cc,gpu56,VISS,PERCPU,RANDOM,1,wikipedia-20051105
14.0323,cc,gpu56,VISS,PERCPU,RANDOM,1,wikipedia-20051105
14.1454,cc,gpu56,VISS,PERCPU,RANDOM,1,wikipedia-20051105
14.0457,cc,gpu56,VISS,PERCPU,RANDOM,1,wikipedia-20051105
14.1353,cc,gpu56,VISS,PERCPU,RANDOM,1,wikipedia-20051105
14.0426,cc,gpu56,VISS,PERCPU,SEQPRI,1,wikipedia-20051105
13.9507,cc,gpu56,VISS,PERCPU,SEQPRI,1,wikipedia-20051105
13.9814,cc,gpu56,VISS,PERCPU,SEQPRI,1,wikipedia-20051105
13.9973,cc,gpu56,VISS,PERCPU,SEQPRI,1,wikipedia-20051105
14.006,cc,gpu56,VISS,PERCPU,SEQPRI,1,wikipedia-20051105
13.896,cc,gpu56,VISS,PERGROUP,SEQ,1,wikipedia-20051105
13.9,cc,gpu56,VISS,PERGROUP,SEQ,1,wikipedia-20051105
13.8616,cc,gpu56,VISS,PERGROUP,SEQ,1,wikipedia-20051105
13.8687,cc,gpu56,VISS,PERGROUP,SEQ,1,wikipedia-20051105
13.9208,cc,gpu56,VISS,PERGROUP,SEQ,1,wikipedia-20051105
13.8952,cc,gpu56,VISS,PERGROUP,RANDOM,1,wikipedia-20051105
13.9017,cc,gpu56,VISS,PERGROUP,RANDOM,1,wikipedia-20051105
13.8918,cc,gpu56,VISS,PERGROUP,RANDOM,1,wikipedia-20051105
13.9658,cc,gpu56,VISS,PERGROUP,RANDOM,1,wikipedia-20051105
13.9279,cc,gpu56,VISS,PERGROUP,RANDOM,1,wikipedia-20051105
13.9251,cc,gpu56,VISS,PERGROUP,SEQPRI,1,wikipedia-20051105
13.9821,cc,gpu56,VISS,PERGROUP,SEQPRI,1,wikipedia-20051105
13.8988,cc,gpu56,VISS,PERGROUP,SEQPRI,1,wikipedia-20051105
13.8865,cc,gpu56,VISS,PERGROUP,SEQPRI,1,wikipedia-20051105
13.8595,cc,gpu56,VISS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.2564,cc,gpu56,TSS,PERCPU,SEQ,1,wikipedia-20051105
14.3277,cc,gpu56,TSS,PERCPU,SEQ,1,wikipedia-20051105
14.2888,cc,gpu56,TSS,PERCPU,SEQ,1,wikipedia-20051105
14.3596,cc,gpu56,TSS,PERCPU,SEQ,1,wikipedia-20051105
14.1171,cc,gpu56,TSS,PERCPU,SEQ,1,wikipedia-20051105
14.3161,cc,gpu56,TSS,PERCPU,RANDOM,1,wikipedia-20051105
14.5356,cc,gpu56,TSS,PERCPU,RANDOM,1,wikipedia-20051105
14.412,cc,gpu56,TSS,PERCPU,RANDOM,1,wikipedia-20051105
14.2504,cc,gpu56,TSS,PERCPU,RANDOM,1,wikipedia-20051105
14.3548,cc,gpu56,TSS,PERCPU,RANDOM,1,wikipedia-20051105
14.2607,cc,gpu56,TSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.1853,cc,gpu56,TSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.3551,cc,gpu56,TSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.171,cc,gpu56,TSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.2914,cc,gpu56,TSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.2823,cc,gpu56,TSS,PERGROUP,SEQ,1,wikipedia-20051105
14.1112,cc,gpu56,TSS,PERGROUP,SEQ,1,wikipedia-20051105
14.071,cc,gpu56,TSS,PERGROUP,SEQ,1,wikipedia-20051105
14.2429,cc,gpu56,TSS,PERGROUP,SEQ,1,wikipedia-20051105
14.0728,cc,gpu56,TSS,PERGROUP,SEQ,1,wikipedia-20051105
14.1857,cc,gpu56,TSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.2314,cc,gpu56,TSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.0445,cc,gpu56,TSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.0585,cc,gpu56,TSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.0536,cc,gpu56,TSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.109,cc,gpu56,TSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.065,cc,gpu56,TSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.2317,cc,gpu56,TSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.1499,cc,gpu56,TSS,PERGROUP,SEQPRI,1,wikipedia-20051105
13.966,cc,gpu56,TSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.2113,cc,gpu56,FAC2,PERCPU,SEQ,1,wikipedia-20051105
14.3388,cc,gpu56,FAC2,PERCPU,SEQ,1,wikipedia-20051105
14.299,cc,gpu56,FAC2,PERCPU,SEQ,1,wikipedia-20051105
14.2071,cc,gpu56,FAC2,PERCPU,SEQ,1,wikipedia-20051105
14.2202,cc,gpu56,FAC2,PERCPU,SEQ,1,wikipedia-20051105
14.4831,cc,gpu56,FAC2,PERCPU,RANDOM,1,wikipedia-20051105
14.5132,cc,gpu56,FAC2,PERCPU,RANDOM,1,wikipedia-20051105
14.541,cc,gpu56,FAC2,PERCPU,RANDOM,1,wikipedia-20051105
14.5816,cc,gpu56,FAC2,PERCPU,RANDOM,1,wikipedia-20051105
14.488,cc,gpu56,FAC2,PERCPU,RANDOM,1,wikipedia-20051105
14.2147,cc,gpu56,FAC2,PERCPU,SEQPRI,1,wikipedia-20051105
14.2411,cc,gpu56,FAC2,PERCPU,SEQPRI,1,wikipedia-20051105
14.2735,cc,gpu56,FAC2,PERCPU,SEQPRI,1,wikipedia-20051105
14.3213,cc,gpu56,FAC2,PERCPU,SEQPRI,1,wikipedia-20051105
14.2605,cc,gpu56,FAC2,PERCPU,SEQPRI,1,wikipedia-20051105
14.1708,cc,gpu56,FAC2,PERGROUP,SEQ,1,wikipedia-20051105
14.2185,cc,gpu56,FAC2,PERGROUP,SEQ,1,wikipedia-20051105
14.1683,cc,gpu56,FAC2,PERGROUP,SEQ,1,wikipedia-20051105
14.183,cc,gpu56,FAC2,PERGROUP,SEQ,1,wikipedia-20051105
14.2231,cc,gpu56,FAC2,PERGROUP,SEQ,1,wikipedia-20051105
14.304,cc,gpu56,FAC2,PERGROUP,RANDOM,1,wikipedia-20051105
14.2588,cc,gpu56,FAC2,PERGROUP,RANDOM,1,wikipedia-20051105
14.1924,cc,gpu56,FAC2,PERGROUP,RANDOM,1,wikipedia-20051105
14.234,cc,gpu56,FAC2,PERGROUP,RANDOM,1,wikipedia-20051105
14.1375,cc,gpu56,FAC2,PERGROUP,RANDOM,1,wikipedia-20051105
14.3623,cc,gpu56,FAC2,PERGROUP,SEQPRI,1,wikipedia-20051105
14.3716,cc,gpu56,FAC2,PERGROUP,SEQPRI,1,wikipedia-20051105
14.1362,cc,gpu56,FAC2,PERGROUP,SEQPRI,1,wikipedia-20051105
14.2222,cc,gpu56,FAC2,PERGROUP,SEQPRI,1,wikipedia-20051105
14.1936,cc,gpu56,FAC2,PERGROUP,SEQPRI,1,wikipedia-20051105
14.35,cc,gpu56,TFSS,PERCPU,SEQ,1,wikipedia-20051105
14.3757,cc,gpu56,TFSS,PERCPU,SEQ,1,wikipedia-20051105
14.2401,cc,gpu56,TFSS,PERCPU,SEQ,1,wikipedia-20051105
14.3575,cc,gpu56,TFSS,PERCPU,SEQ,1,wikipedia-20051105
14.271,cc,gpu56,TFSS,PERCPU,SEQ,1,wikipedia-20051105
14.2706,cc,gpu56,TFSS,PERCPU,RANDOM,1,wikipedia-20051105
14.3668,cc,gpu56,TFSS,PERCPU,RANDOM,1,wikipedia-20051105
14.4021,cc,gpu56,TFSS,PERCPU,RANDOM,1,wikipedia-20051105
14.4544,cc,gpu56,TFSS,PERCPU,RANDOM,1,wikipedia-20051105
14.4719,cc,gpu56,TFSS,PERCPU,RANDOM,1,wikipedia-20051105
14.360900000000001,cc,gpu56,TFSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.2193,cc,gpu56,TFSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.33,cc,gpu56,TFSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.2505,cc,gpu56,TFSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.2355,cc,gpu56,TFSS,PERCPU,SEQPRI,1,wikipedia-20051105
14.4433,cc,gpu56,TFSS,PERGROUP,SEQ,1,wikipedia-20051105
14.3162,cc,gpu56,TFSS,PERGROUP,SEQ,1,wikipedia-20051105
14.4371,cc,gpu56,TFSS,PERGROUP,SEQ,1,wikipedia-20051105
14.3728,cc,gpu56,TFSS,PERGROUP,SEQ,1,wikipedia-20051105
14.3268,cc,gpu56,TFSS,PERGROUP,SEQ,1,wikipedia-20051105
14.4549,cc,gpu56,TFSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.3371,cc,gpu56,TFSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.5252,cc,gpu56,TFSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.402,cc,gpu56,TFSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.3341,cc,gpu56,TFSS,PERGROUP,RANDOM,1,wikipedia-20051105
14.3802,cc,gpu56,TFSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.4653,cc,gpu56,TFSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.2624,cc,gpu56,TFSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.3944,cc,gpu56,TFSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.3686,cc,gpu56,TFSS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.0398,cc,gpu56,FISS,PERCPU,SEQ,1,wikipedia-20051105
13.8783,cc,gpu56,FISS,PERCPU,SEQ,1,wikipedia-20051105
13.8039,cc,gpu56,FISS,PERCPU,SEQ,1,wikipedia-20051105
13.8903,cc,gpu56,FISS,PERCPU,SEQ,1,wikipedia-20051105
13.9814,cc,gpu56,FISS,PERCPU,SEQ,1,wikipedia-20051105
13.9231,cc,gpu56,FISS,PERCPU,RANDOM,1,wikipedia-20051105
13.9899,cc,gpu56,FISS,PERCPU,RANDOM,1,wikipedia-20051105
14.0237,cc,gpu56,FISS,PERCPU,RANDOM,1,wikipedia-20051105
14.049,cc,gpu56,FISS,PERCPU,RANDOM,1,wikipedia-20051105
13.9907,cc,gpu56,FISS,PERCPU,RANDOM,1,wikipedia-20051105
13.9491,cc,gpu56,FISS,PERCPU,SEQPRI,1,wikipedia-20051105
13.9424,cc,gpu56,FISS,PERCPU,SEQPRI,1,wikipedia-20051105
13.95,cc,gpu56,FISS,PERCPU,SEQPRI,1,wikipedia-20051105
13.8908,cc,gpu56,FISS,PERCPU,SEQPRI,1,wikipedia-20051105
14.0107,cc,gpu56,FISS,PERCPU,SEQPRI,1,wikipedia-20051105
13.9495,cc,gpu56,FISS,PERGROUP,SEQ,1,wikipedia-20051105
13.9036,cc,gpu56,FISS,PERGROUP,SEQ,1,wikipedia-20051105
13.8249,cc,gpu56,FISS,PERGROUP,SEQ,1,wikipedia-20051105
13.9768,cc,gpu56,FISS,PERGROUP,SEQ,1,wikipedia-20051105
13.8104,cc,gpu56,FISS,PERGROUP,SEQ,1,wikipedia-20051105
13.8722,cc,gpu56,FISS,PERGROUP,RANDOM,1,wikipedia-20051105
14.0041,cc,gpu56,FISS,PERGROUP,RANDOM,1,wikipedia-20051105
13.9434,cc,gpu56,FISS,PERGROUP,RANDOM,1,wikipedia-20051105
13.8526,cc,gpu56,FISS,PERGROUP,RANDOM,1,wikipedia-20051105
13.8347,cc,gpu56,FISS,PERGROUP,RANDOM,1,wikipedia-20051105
13.8137,cc,gpu56,FISS,PERGROUP,SEQPRI,1,wikipedia-20051105
13.918,cc,gpu56,FISS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.1405,cc,gpu56,FISS,PERGROUP,SEQPRI,1,wikipedia-20051105
14.077,cc,gpu56,FISS,PERGROUP,SEQPRI,1,wikipedia-20051105
